County Name,Rate or Count,Type of Drug Class,Type of Rate or Count Measure,Time Measure,Year,Time Period,Quarter Date Start,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude,Municipality Boundary,Pa School Districts (2017),Pa House Districts (2017-01),Pa Senatorial Districts (2017-01),Pennsylvania County Boundaries
YORK,138.6159588,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,67,67,42,133,"(39.9219253124, -76.7257605231)",470,43,136,24,12
SUSQUEHANNA,145.1226078,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,58,58,42,115,"(41.8205685982, -75.8025030296)","2,466",321,89,21,44
MCKEAN,214.5978082,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,42,42,42,083,"(41.810370736, -78.5712201998)","1,778",424,14,14,47
CLINTON,255.4991971,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,18,18,42,035,"(41.2328627374, -77.6428376046)","1,835",206,74,14,9
MONTOUR,340.6204002,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,47,47,42,093,"(41.0280182438, -76.6647052668)",963,64,54,22,58
LAWRENCE,"15,372",Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2018,2018 Q1,01/01/2018,37,37,42,073,"(40.9932503514, -80.3375411446)",622,231,22,2,27
SCHUYLKILL,"28,753",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,54,54,42,107,"(40.707512431, -76.223323851)","1,343",304,127,27,64
LYCOMING,223.9952103,Opioids (All Schedules),"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,41,41,42,081,"(41.3445979226, -77.069424568)","1,905",441,75,21,15
BERKS,"59,179",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,6,06,42,011,"(40.4193963513, -75.9307732705)",191,435,46,27,45
LEHIGH,172.5003924,Opioids (All Schedules) - excluding Buprenorphine,"Dispensations per 1,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,39,39,42,077,"(40.6146479416, -75.6009948118)",506,336,115,36,26
BUTLER,"47,734",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,10,10,42,019,"(40.9108318483, -79.9171177889)",738,100,12,5,1
LACKAWANNA,"76,667",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,35,35,42,069,"(41.4391006428, -75.6121834524)","1,283",253,125,34,22
BUTLER,"46,106",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,10,10,42,019,"(40.9108318483, -79.9171177889)",738,100,12,5,1
INDIANA,"24,351",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,32,32,42,063,"(40.6529549748, -79.0933349286)",415,269,27,15,19
MONTGOMERY,"161,751",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,46,46,42,091,"(40.209898739, -75.3725200072)","1,082",249,152,33,57
PERRY,"5,779",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,50,50,42,099,"(40.4041531744, -77.2590738496)","1,648",485,37,23,61
NORTHAMPTON,"55,923",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,48,48,42,095,"(40.754595404, -75.3126372576)","1,339",280,113,38,59
ELK,"8,210",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,24,24,42,047,"(41.4281941606, -78.6494771322)","1,258",405,15,14,29
GREENE,"7,951",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,30,30,42,059,"(39.8548039342, -80.2294381655)","1,570",481,1,12,37
SUSQUEHANNA,"5,516",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,58,58,42,115,"(41.8205685982, -75.8025030296)","2,466",321,89,21,44
TIOGA,"8,041",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,59,59,42,117,"(41.7733383358, -77.2578807579)",97,477,77,14,48
WESTMORELAND,"97,736",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,65,65,42,129,"(40.3103149985, -79.471341176)","2,447",209,6,13,24
WAYNE,"9,882",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,64,64,42,127,"(41.6496980525, -75.3051535022)","1,928",433,89,29,53
LANCASTER,"79,548",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,36,36,42,071,"(40.0459079619, -76.2513876838)",222,74,144,25,23
BUTLER,"46,315",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,10,10,42,019,"(40.9108318483, -79.9171177889)",738,100,12,5,1
WYOMING,"5,450",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,66,66,42,131,"(41.5189248803, -76.0181300338)","2,460",444,91,29,11
CLINTON,"10,388",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,18,18,42,035,"(41.2328627374, -77.6428376046)","1,835",206,74,14,9
FOREST,798,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,27,27,42,053,"(41.5135787577, -79.2378099483)",207,186,60,5,32
CUMBERLAND,"47,670",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,21,21,42,041,"(40.167598388, -77.268662705)","2,128",146,40,20,17
SCHUYLKILL,"29,751",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,54,54,42,107,"(40.707512431, -76.223323851)","1,343",304,127,27,64
MERCER,"31,298",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,43,43,42,085,"(41.302377765, -80.2600941079)","1,048",300,48,3,54
WARREN,"7,676",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,62,62,42,123,"(41.8167523652, -79.278581578)","1,741",234,60,5,51
TIOGA,"6,810",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,59,59,42,117,"(41.7733383358, -77.2578807579)",97,477,77,14,48
ALLEGHENY,"330,331",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,2,02,42,003,"(40.4673554298, -79.9861984282)","2,158",324,163,6,40
MONTOUR,"6,325",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,47,47,42,093,"(41.0280182438, -76.6647052668)",963,64,54,22,58
PHILADELPHIA,"280,021",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,51,51,42,101,"(40.0044435384, -75.140236002)","1,069",365,182,46,13
SNYDER,"6,598",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,55,55,42,109,"(40.7711373692, -77.0725596804)","2,255",254,72,22,65
LEHIGH,"72,876",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,39,39,42,077,"(40.6146479416, -75.6009948118)",506,336,115,36,26
MIFFLIN,"12,379",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,44,44,42,087,"(40.6127492804, -77.6200308901)",587,295,36,18,55
BERKS,"60,915",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,6,06,42,011,"(40.4193963513, -75.9307732705)",191,435,46,27,45
BLAIR,"46,436",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,7,07,42,013,"(40.4855502384, -78.349076871)",294,268,28,17,46
LAWRENCE,"20,886",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,37,37,42,073,"(40.9932503514, -80.3375411446)",622,231,22,2,27
CLEARFIELD,"16,987",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,17,17,42,033,"(41.0004290024, -78.4755834299)",276,141,19,16,8
CARBON,"11,740",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,13,13,42,025,"(40.9193670081, -75.7110703866)",688,199,108,30,4
WASHINGTON,"52,012",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,63,63,42,125,"(40.1910966345, -80.2518008276)","1,132",351,4,12,52
PIKE,"9,091",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,52,52,42,103,"(41.332571995, -75.0327092448)","1,997",169,109,29,62
FULTON,"3,206",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,29,29,42,057,"(39.9248751086, -78.1148504535)",164,472,31,17,36
HUNTINGDON,"7,060",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,31,31,42,061,"(40.4161050032, -77.9827661036)","1,344",290,32,17,38
CENTRE,"19,508",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,14,14,42,027,"(40.9193135008, -77.8250011212)","1,790",37,74,18,5
POTTER,"2,600",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,53,53,42,105,"(41.7442064382, -77.8987922939)","2,155",58,14,14,63
WAYNE,"10,116",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,64,64,42,127,"(41.6496980525, -75.3051535022)","1,928",433,89,29,53
DELAWARE,"108,909",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
SULLIVAN,561,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,57,57,42,113,"(41.4480993958, -76.5147922046)","1,389",416,88,21,67
MONROE,"31,976",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,45,45,42,089,"(41.0609178653, -75.3408360302)",912,362,121,38,56
LANCASTER,"86,996",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,36,36,42,071,"(40.0459079619, -76.2513876838)",222,74,144,25,23
LUZERNE,"82,302",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,40,40,42,079,"(41.1783643884, -75.991996098)",406,52,92,30,14
ERIE,"71,180",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,25,25,42,049,"(41.9941378702, -80.0407591036)","1,153",163,52,3,30
SUSQUEHANNA,"6,197",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,58,58,42,115,"(41.8205685982, -75.8025030296)","2,466",321,89,21,44
CLEARFIELD,"17,518",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,17,17,42,033,"(41.0004290024, -78.4755834299)",276,141,19,16,8
BERKS,"61,327",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,6,06,42,011,"(40.4193963513, -75.9307732705)",191,435,46,27,45
WESTMORELAND,"97,264",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,65,65,42,129,"(40.3103149985, -79.471341176)","2,447",209,6,13,24
WARREN,"8,329",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,62,62,42,123,"(41.8167523652, -79.278581578)","1,741",234,60,5,51
ALLEGHENY,"333,701",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,2,02,42,003,"(40.4673554298, -79.9861984282)","2,158",324,163,6,40
ARMSTRONG,"15,955",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,3,03,42,005,"(40.8150952555, -79.4731689893)",834,106,11,15,41
PHILADELPHIA,"283,579",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,51,51,42,101,"(40.0044435384, -75.140236002)","1,069",365,182,46,13
SCHUYLKILL,"32,844",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,54,54,42,107,"(40.707512431, -76.223323851)","1,343",304,127,27,64
MERCER,"32,505",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,43,43,42,085,"(41.302377765, -80.2600941079)","1,048",300,48,3,54
CARBON,"11,617",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,13,13,42,025,"(40.9193670081, -75.7110703866)",688,199,108,30,4
MONTOUR,"6,513",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,47,47,42,093,"(41.0280182438, -76.6647052668)",963,64,54,22,58
LUZERNE,"86,916",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,40,40,42,079,"(41.1783643884, -75.991996098)",406,52,92,30,14
NORTHUMBERLAND,"23,212",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,49,49,42,097,"(40.8515092572, -76.7118842273)","2,094",375,73,22,60
POTTER,"2,227",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/01/2017,53,53,42,105,"(41.7442064382, -77.8987922939)","2,155",58,14,14,63
SULLIVAN,626,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,57,57,42,113,"(41.4480993958, -76.5147922046)","1,389",416,88,21,67
UNION,"7,369",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,60,60,42,119,"(40.9647313096, -77.0641580308)","1,979",296,72,21,49
INDIANA,"25,112",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,32,32,42,063,"(40.6529549748, -79.0933349286)",415,269,27,15,19
SOMERSET,"14,810",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,56,56,42,111,"(39.9714629901, -79.0310020611)",799,428,30,1,66
LACKAWANNA,"70,323",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,35,35,42,069,"(41.4391006428, -75.6121834524)","1,283",253,125,34,22
WASHINGTON,"48,546",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,63,63,42,125,"(40.1910966345, -80.2518008276)","1,132",351,4,12,52
PERRY,"6,408",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,50,50,42,099,"(40.4041531744, -77.2590738496)","1,648",485,37,23,61
PENNSYLVANIA,"2,829,655",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,0,00,42,000,"(39.346129, -75.167756)",,,,,
LEBANON,"27,108",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,38,38,42,075,"(40.3675970024, -76.4618257486)",371,44,130,28,25
BUTLER,"44,185",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,10,10,42,019,"(40.9108318483, -79.9171177889)",738,100,12,5,1
CUMBERLAND,"44,434",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,21,21,42,041,"(40.167598388, -77.268662705)","2,128",146,40,20,17
LEHIGH,"80,999",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,39,39,42,077,"(40.6146479416, -75.6009948118)",506,336,115,36,26
CLINTON,"10,173",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,18,18,42,035,"(41.2328627374, -77.6428376046)","1,835",206,74,14,9
FRANKLIN,"29,937",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,28,28,42,055,"(39.9278619704, -77.7239884483)",380,19,33,19,33
CAMBRIA,"42,233",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,11,11,42,021,"(40.4912749067, -78.7189417385)","1,228",23,20,16,2
BRADFORD,"13,000",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,8,08,42,015,"(41.7911781401, -76.5182562384)",442,349,88,21,34
VENANGO,"12,200",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,61,61,42,121,"(41.4034125863, -79.7628656104)","1,400",71,45,5,50
CHESTER,"77,088",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,15,15,42,029,"(39.9748705566, -75.7562649818)","2,415",69,147,32,6
DAUPHIN,"53,368",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,22,22,42,043,"(40.4197463597, -76.7796056802)","2,368",25,41,23,18
BEAVER,"45,581",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,4,04,42,007,"(40.6834924548, -80.3510735648)",379,2,23,2,42
JEFFERSON,"12,974",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,33,33,42,065,"(41.1313909115, -79.0010181419)","1,361",107,16,14,20
LAWRENCE,"22,054",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,37,37,42,073,"(40.9932503514, -80.3375411446)",622,231,22,2,27
JUNIATA,"3,487",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,34,34,42,067,"(40.5343300836, -77.405775001)",53,201,36,18,21
WASHINGTON,"51,423",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,63,63,42,125,"(40.1910966345, -80.2518008276)","1,132",351,4,12,52
PIKE,"8,637",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,52,52,42,103,"(41.332571995, -75.0327092448)","1,997",169,109,29,62
DELAWARE,"106,935",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,23,23,42,045,"(39.9165786652, -75.4062771212)",782,380,63,35,28
CLARION,"7,040",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,16,16,42,031,"(41.1927912877, -79.4248360769)","1,081",46,24,5,7
CAMERON,990,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,12,12,42,023,"(41.4388026531, -78.2091693241)","1,009",105,14,14,3
FAYETTE,"42,016",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,26,26,42,051,"(39.919447803, -79.6518963464)",435,204,8,1,31
GREENE,"8,545",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,30,30,42,059,"(39.8548039342, -80.2294381655)","1,570",481,1,12,37
ADAMS,"12,576",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,1,01,42,001,"(39.8720956503, -77.2222427076)","1,949",92,35,19,39
TIOGA,"7,755",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,59,59,42,117,"(41.7733383358, -77.2578807579)",97,477,77,14,48
LACKAWANNA,"74,473",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,35,35,42,069,"(41.4391006428, -75.6121834524)","1,283",253,125,34,22
ELK,"7,783",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,24,24,42,047,"(41.4281941606, -78.6494771322)","1,258",405,15,14,29
NORTHAMPTON,"54,631",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,48,48,42,095,"(40.754595404, -75.3126372576)","1,339",280,113,38,59
PERRY,"5,945",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,50,50,42,099,"(40.4041531744, -77.2590738496)","1,648",485,37,23,61
POTTER,"2,476",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,53,53,42,105,"(41.7442064382, -77.8987922939)","2,155",58,14,14,63
BUCKS,"113,322",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,9,09,42,017,"(40.335011331, -75.1129124111)",430,22,145,40,35
SUSQUEHANNA,"5,475",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,58,58,42,115,"(41.8205685982, -75.8025030296)","2,466",321,89,21,44
SOMERSET,"14,808",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,56,56,42,111,"(39.9714629901, -79.0310020611)",799,428,30,1,66
WYOMING,"5,181",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,66,66,42,131,"(41.5189248803, -76.0181300338)","2,460",444,91,29,11
MONROE,"30,972",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,45,45,42,089,"(41.0609178653, -75.3408360302)",912,362,121,38,56
MCKEAN,"9,738",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,42,42,42,083,"(41.810370736, -78.5712201998)","1,778",424,14,14,47
SNYDER,"6,111",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,55,55,42,109,"(40.7711373692, -77.0725596804)","2,255",254,72,22,65
SULLIVAN,686,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,57,57,42,113,"(41.4480993958, -76.5147922046)","1,389",416,88,21,67
MIFFLIN,"11,563",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,44,44,42,087,"(40.6127492804, -77.6200308901)",587,295,36,18,55
MONTGOMERY,"161,834",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,46,46,42,091,"(40.209898739, -75.3725200072)","1,082",249,152,33,57
PENNSYLVANIA,"2,612,182",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,0,00,42,000,"(39.346129, -75.167756)",,,,,
TIOGA,"7,213",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,59,59,42,117,"(41.7733383358, -77.2578807579)",97,477,77,14,48
MONTOUR,"6,172",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,47,47,42,093,"(41.0280182438, -76.6647052668)",963,64,54,22,58
WESTMORELAND,"101,618",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,65,65,42,129,"(40.3103149985, -79.471341176)","2,447",209,6,13,24
SNYDER,"6,131",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,55,55,42,109,"(40.7711373692, -77.0725596804)","2,255",254,72,22,65
NORTHAMPTON,"53,143",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,48,48,42,095,"(40.754595404, -75.3126372576)","1,339",280,113,38,59
CRAWFORD,"24,018",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,20,20,42,039,"(41.6854690692, -80.1132108295)","1,995",344,47,3,16
BUCKS,"110,862",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,9,09,42,017,"(40.335011331, -75.1129124111)",430,22,145,40,35
HUNTINGDON,"6,401",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,31,31,42,061,"(40.4161050032, -77.9827661036)","1,344",290,32,17,38
NORTHUMBERLAND,"23,119",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,49,49,42,097,"(40.8515092572, -76.7118842273)","2,094",375,73,22,60
DAUPHIN,"47,988",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,22,22,42,043,"(40.4197463597, -76.7796056802)","2,368",25,41,23,18
TIOGA,"7,463",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,59,59,42,117,"(41.7733383358, -77.2578807579)",97,477,77,14,48
CRAWFORD,"23,665",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,20,20,42,039,"(41.6854690692, -80.1132108295)","1,995",344,47,3,16
UNION,"7,144",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,60,60,42,119,"(40.9647313096, -77.0641580308)","1,979",296,72,21,49
MCKEAN,"9,609",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,42,42,42,083,"(41.810370736, -78.5712201998)","1,778",424,14,14,47
PERRY,"6,276",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,50,50,42,099,"(40.4041531744, -77.2590738496)","1,648",485,37,23,61
FRANKLIN,"29,299",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,28,28,42,055,"(39.9278619704, -77.7239884483)",380,19,33,19,33
MERCER,"34,358",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,43,43,42,085,"(41.302377765, -80.2600941079)","1,048",300,48,3,54
FULTON,"2,922",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,07/01/2017,29,29,42,057,"(39.9248751086, -78.1148504535)",164,472,31,17,36
CLARION,"6,798",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,16,16,42,031,"(41.1927912877, -79.4248360769)","1,081",46,24,5,7
PHILADELPHIA,"290,793",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,51,51,42,101,"(40.0044435384, -75.140236002)","1,069",365,182,46,13
FOREST,804,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q3,07/01/2016,27,27,42,053,"(41.5135787577, -79.2378099483)",207,186,60,5,32
BEDFORD,"8,374",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q2,04/01/2017,5,05,42,009,"(40.0073753643, -78.4911647381)","1,549",3,31,16,43
BEDFORD,"8,837",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q1,01/01/2017,5,05,42,009,"(40.0073753643, -78.4911647381)","1,549",3,31,16,43
CENTRE,"20,894",Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2016,2016 Q4,10/01/2016,14,14,42,027,"(40.9193135008, -77.8250011212)","1,790",37,74,18,5
