Link-Statewide,Class,Count,County,Dashboard,Link-PDMPNotes,Link-OverdoseNotes,Link-Contact,Link-Emergency,Measure1,Notes,Number of Records,Link-Controlled,Time Measure,Time Period
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),686,SULLIVAN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),6171,SUSQUEHANNA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),7755,TIOGA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),7369,UNION,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),11919,VENANGO,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),8112,WARREN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),51417,WASHINGTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),10412,WAYNE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),101767,WESTMORELAND,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),5446,WYOMING,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules),73828,YORK,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,12852,ADAMS,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,287094,ALLEGHENY,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,12417,ARMSTRONG,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,38088,BEAVER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,7055,BEDFORD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,62512,BERKS,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,38947,BLAIR,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,12662,BRADFORD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,106106,BUCKS,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,39562,BUTLER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,35453,CAMBRIA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,1076,CAMERON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,11562,CARBON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,18806,CENTRE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,71119,CHESTER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,6582,CLARION,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,16649,CLEARFIELD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,8224,CLINTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,13977,COLUMBIA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,23735,CRAWFORD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,45055,CUMBERLAND,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,50385,DAUPHIN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,100471,DELAWARE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,6476,ELK,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,65258,ERIE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,34696,FAYETTE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,798,FOREST,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,26327,FRANKLIN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,2570,FULTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,7475,GREENE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,6555,HUNTINGDON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,22466,INDIANA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,11092,JEFFERSON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,3281,JUNIATA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,59694,LACKAWANNA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,82128,LANCASTER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,19400,LAWRENCE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,27368,LEBANON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,75723,LEHIGH,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,74821,LUZERNE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,27492,LYCOMING,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,9281,MC KEAN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,31906,MERCER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,10524,MIFFLIN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,29572,MONROE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,149709,MONTGOMERY,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,6250,MONTOUR,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,51706,NORTHAMPTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,20978,NORTHUMBERLAND,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,5832,PERRY,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,269606,PHILADELPHIA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,7743,PIKE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,2561,POTTER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,29338,SCHUYLKILL,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,6210,SNYDER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,13359,SOMERSET,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,2469640,STATE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,682,SULLIVAN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,5743,SUSQUEHANNA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,7273,TIOGA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,7087,UNION,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,10767,VENANGO,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,7210,WARREN,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,40897,WASHINGTON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,9594,WAYNE,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,87345,WESTMORELAND,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,5293,WYOMING,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Opioids (All Schedules) - excluding Buprenorphine,69165,YORK,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2016 Q4
Statewide Drug Dispensation and Overdose Measures,Amphetamines,2591,ADAMS,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,44290,ALLEGHENY,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1911,ARMSTRONG,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,6495,BEAVER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1464,BEDFORD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,12002,BERKS,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,5990,BLAIR,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,1386,BRADFORD,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,27754,BUCKS,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,7677,BUTLER,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,4551,CAMBRIA,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
Statewide Drug Dispensation and Overdose Measures,Amphetamines,180,CAMERON,PRESCRIBING,PDMP Data Technical Notes,Overdose Data Technical Notes,Contact Information,Emergency Department (ED) Visits for Overdoses,Number of Dispensations,,1,Controlled Substance Dispensations,Quarterly Rates,2017 Q1
